 ,1,2,3,4,5,6,7,8,9,10
7900,0,0,0,0,0,50,0,0,0,0
7950,0,0,0,0,0,0,0,0,0,0
8000,0,0,50,0,0,0,0,0,50,0
8050,50,0,0,0,0,0,0,0,0,0
8100,50,0,0,0,0,50,0,50,0,0
8150,0,0,0,0,0,50,0,0,50,0
8200,0,0,0,50,0,0,0,50,0,0
8250,0,0,0,0,50,0,0,0,0,0
8300,0,0,0,0,0,0,0,50,0,50
8350,0,0,50,50,0,0,0,0,0,0
8400,0,0,0,0,0,0,0,0,50,0
8450,0,0,0,0,0,0,0,0,0,0
8500,0,0,0,0,0,50,0,0,0,0
8550,50,0,0,0,0,0,0,0,0,0
8600,0,50,0,0,0,0,0,0,50,0
8650,0,0,0,0,0,0,0,0,0,0
8700,0,0,0,0,0,0,0,0,0,50
8750,0,0,0,0,0,0,0,0,0,0
8800,0,0,0,0,0,0,0,0,0,50
8850,0,0,0,50,0,0,0,0,0,0
8900,50,0,50,0,0,0,0,0,0,0
8950,0,0,0,0,0,0,0,0,50,0
9000,0,0,0,0,0,0,0,50,0,0
9050,0,0,0,0,0,0,0,0,0,0
9100,0,50,0,0,0,0,0,0,0,0
9150,0,0,50,0,0,0,0,0,0,0
9200,0,0,0,0,0,0,0,0,0,50
9250,0,0,0,0,0,0,0,0,0,50
9300,0,0,50,0,0,0,0,0,0,0
9350,0,0,50,0,0,0,0,0,0,0
9400,0,0,0,0,50,0,0,0,0,0
9450,0,50,0,50,0,0,0,0,0,0
9500,0,0,50,0,0,50,0,0,0,0
9550,0,0,50,0,0,0,0,0,0,0
9600,0,50,0,0,0,0,0,0,50,0
9650,0,0,50,0,0,0,0,0,0,0
9700,0,50,0,0,0,0,0,50,0,0
9750,0,0,0,0,0,50,0,0,0,0
9800,0,0,0,0,0,0,0,0,0,0
9850,0,0,0,0,0,0,0,0,0,0
9900,0,0,0,0,0,0,50,0,0,0
9950,0,50,50,0,0,0,0,0,50,0
10000,0,0,0,0,0,0,0,0,0,0
10050,0,0,0,0,0,0,0,0,0,0
10100,0,0,0,0,0,0,0,0,0,0
10150,0,0,0,0,0,0,0,0,0,0
10200,0,0,0,0,0,0,0,0,0,0
10250,0,0,0,0,0,0,0,0,0,0
10300,0,0,0,0,0,0,0,0,0,0
10350,0,0,0,0,0,0,0,0,0,0
10400,0,0,0,0,0,0,0,0,0,0
10450,0,0,0,0,0,0,0,0,0,0
10500,0,0,0,0,0,0,0,0,0,0
10550,0,0,0,0,0,0,0,0,0,0
10600,0,0,0,0,0,0,0,0,0,0
10650,0,0,0,0,0,0,0,0,0,0
10700,0,0,0,0,0,0,0,0,0,0
10750,50,50,50,50,50,50,50,50,50,50
10800,0,0,0,0,0,0,0,0,0,0
10850,0,0,0,0,0,0,0,0,0,0
10900,0,0,0,0,0,0,0,0,0,0
10950,50,50,50,50,50,50,50,50,50,50
11000,0,0,0,0,0,0,0,0,0,0
11050,0,0,0,0,0,0,0,0,0,0
11100,0,0,0,0,0,0,0,0,0,0
11150,0,0,0,0,0,0,0,0,0,0
11200,0,0,0,0,0,0,0,0,0,0
11250,0,0,0,0,0,0,0,0,0,0
11300,0,0,0,0,0,0,0,0,0,0
11350,50,50,50,50,50,50,50,50,50,50
11400,0,0,0,0,0,0,0,0,0,0
11450,0,0,0,0,0,0,0,0,0,0
11500,0,0,0,0,0,0,0,0,0,0
11550,0,0,0,0,0,0,0,0,0,0
11600,0,0,0,0,0,0,0,0,0,0
11650,0,0,0,0,0,0,0,0,0,0
11700,0,0,0,0,0,0,0,0,0,0
11750,0,0,0,0,0,0,0,0,0,0
11800,0,0,0,0,0,0,0,0,0,0
11850,0,0,0,0,0,0,0,0,0,0
11900,0,0,0,0,0,0,0,0,0,0
11950,50,50,50,50,50,50,50,50,50,50
12000,0,0,0,0,0,0,0,0,0,0
12050,0,0,0,0,0,0,0,0,0,0
12100,0,0,0,0,0,0,0,0,0,0
12150,0,0,0,0,0,0,0,0,0,0
12200,0,0,0,0,0,0,0,0,0,0
12250,0,0,0,0,0,0,0,0,0,0
12300,0,0,0,0,0,0,0,0,0,0
12350,0,0,0,0,0,0,0,0,0,0
12400,0,0,0,0,0,0,0,0,0,0
12450,0,0,0,0,0,0,0,0,0,0
12500,0,0,0,0,0,0,0,0,0,0
12550,0,0,0,0,0,0,0,0,0,0
12600,0,0,0,0,0,0,0,0,0,0
12650,50,50,50,50,50,50,50,50,50,50
12700,0,0,0,0,0,0,0,0,0,0
12750,0,0,0,0,0,0,0,0,0,0
12800,50,50,50,50,50,50,50,50,50,50
12850,0,0,0,0,0,0,0,0,0,0
12900,0,0,0,0,0,0,0,0,0,0
12950,0,0,0,0,0,0,0,0,0,0
13000,0,0,0,0,0,0,0,0,0,0
13050,50,50,50,50,50,50,50,50,50,50
13100,0,0,0,0,0,0,0,0,0,0
13150,0,0,0,0,0,0,0,0,0,0
13200,50,50,50,50,50,50,50,50,50,50
13250,0,0,0,0,0,0,0,0,0,0
13300,0,0,0,0,0,0,0,0,0,0
13350,0,0,0,0,0,0,0,0,0,0
13400,0,0,0,0,0,0,0,0,0,0
13450,0,0,0,0,0,0,0,0,0,0
13500,0,0,0,0,0,0,0,0,0,0
13550,0,0,0,0,0,0,0,0,0,0
13600,0,0,0,0,0,0,0,0,0,0
13650,50,50,50,50,50,50,50,50,50,50
13700,0,0,0,0,0,0,0,0,0,0
13750,0,0,0,0,0,0,0,0,0,0
13800,0,0,0,0,0,0,0,0,0,0
13850,0,0,0,0,0,0,0,0,0,0
13900,0,0,0,0,0,0,0,0,0,0
13950,0,0,0,0,0,0,0,0,0,0
14000,0,0,0,0,0,0,0,0,0,0
14050,0,50,0,0,0,0,0,0,0,0
14100,0,0,0,50,0,0,0,0,0,0
14150,0,0,0,0,0,0,0,0,50,0
14200,0,0,0,0,0,0,0,0,0,0
14250,0,0,0,50,0,50,0,0,50,0
14300,0,50,0,0,0,0,0,0,0,0
14350,0,0,0,0,0,50,0,0,0,0
14400,0,0,0,50,50,0,0,50,0,0
14450,0,0,0,0,0,0,0,50,0,0
14500,0,0,0,0,0,0,0,0,0,0
14550,0,0,50,50,0,0,0,0,0,0
14600,0,0,0,0,0,0,0,0,0,0
14650,0,0,0,0,0,0,0,0,50,50
14700,0,50,0,0,0,0,0,0,0,0
14750,0,0,0,0,0,0,0,0,0,0
14800,0,0,0,0,50,0,0,0,0,0
14850,0,50,0,0,0,0,0,0,0,0
14900,0,0,0,0,50,0,0,0,0,0
14950,0,50,0,0,0,0,0,0,0,0
15000,0,0,0,0,0,0,0,0,0,0
15050,0,50,0,0,0,0,0,0,0,0
15100,0,0,0,0,0,50,0,0,50,0
15150,0,0,0,0,0,50,0,0,0,50
15200,0,0,0,0,0,0,0,0,0,0
15250,0,0,0,0,0,0,0,0,0,0
15300,0,0,0,0,0,0,50,0,0,50
15350,0,0,0,0,0,0,0,0,0,0
15400,0,0,0,0,0,0,0,0,0,0
15450,0,0,0,0,0,50,50,0,0,50
15500,0,0,0,0,0,0,50,0,0,0
15550,0,0,0,50,0,0,0,0,0,50
15600,0,0,0,0,0,0,50,0,0,0
15650,0,0,0,0,50,0,50,0,0,0
15700,0,0,50,0,0,0,0,0,0,0
15750,0,0,0,0,50,50,0,0,0,0
15800,0,0,50,50,0,0,50,0,0,0
15850,0,50,0,0,0,0,0,0,0,0
15900,0,0,0,0,0,0,0,50,0,0
15950,0,50,0,0,0,0,0,0,0,0
16000,0,0,0,0,0,50,50,0,0,0
16050,0,0,0,0,0,0,0,0,0,0
16100,0,50,50,0,0,50,0,0,0,0
16150,0,0,0,0,0,0,0,0,0,0
16200,0,0,0,50,0,0,0,0,0,0
16250,0,0,0,0,0,0,0,0,0,0
16300,0,0,0,0,0,0,50,0,0,50
16350,0,0,0,0,0,0,0,0,0,0
16400,50,50,0,0,0,0,0,0,0,0
16450,0,0,0,50,0,0,0,0,0,0
16500,0,0,0,0,0,0,0,0,0,0
16550,0,0,50,0,50,50,0,0,0,0
16600,0,50,50,50,0,0,0,0,0,0
16650,0,0,0,0,0,0,50,0,0,0
16700,0,0,0,0,0,0,0,0,0,0
16750,0,0,0,50,0,0,0,0,0,50
16800,0,0,0,0,0,0,50,0,0,0
16850,50,0,50,0,0,0,0,0,50,0
16900,0,0,50,0,50,0,0,0,50,0
16950,50,0,0,0,0,0,50,0,0,0
17000,0,0,0,0,0,0,0,0,50,0
17050,0,0,0,0,0,0,0,0,0,0
17100,0,0,0,50,0,0,0,0,0,50
17150,0,0,0,0,0,0,50,0,0,0
17200,0,50,0,0,0,0,0,0,0,0
17250,0,50,0,0,0,0,0,0,0,0
17300,0,0,0,0,0,0,0,0,0,50
17350,0,0,0,0,0,0,0,0,0,0
17400,0,0,0,0,0,0,0,0,0,0
17450,0,50,0,0,50,0,0,0,50,50
17500,0,0,0,0,50,0,0,0,0,0
17550,0,0,50,50,0,0,0,0,0,0
17600,0,0,0,0,0,0,50,0,0,0
17650,0,50,0,0,0,0,0,0,0,0
17700,0,0,0,0,0,0,0,0,0,0
17750,0,0,0,0,0,0,0,0,0,0
17800,0,0,0,0,0,0,0,0,0,0
17850,50,0,0,0,0,0,0,0,0,0
17900,0,0,0,50,0,0,0,0,0,0
17950,50,0,0,0,0,0,0,0,50,0
18000,0,0,0,0,0,0,0,0,0,0
18050,0,0,0,0,0,0,0,0,0,0
18100,0,0,0,0,0,0,0,0,0,0
18150,0,0,0,0,0,0,0,0,0,0
18200,0,0,0,0,0,0,0,0,0,0
18250,0,0,0,0,0,0,0,0,0,0
18300,0,0,0,0,0,0,0,0,0,0
18350,0,0,0,0,0,0,0,0,0,0
18400,0,0,0,0,0,0,0,0,0,0
18450,0,0,0,0,0,0,0,0,0,0
18500,0,0,0,0,0,0,0,0,0,0
18550,0,0,0,0,0,0,0,0,0,0
18600,0,0,0,0,0,0,0,0,0,0
18650,0,0,0,0,0,0,0,0,0,0
18700,0,0,0,0,0,0,0,0,0,0
18750,0,0,0,0,0,0,0,0,0,0
18800,0,0,0,0,0,0,0,0,0,0
18850,0,0,0,0,0,0,0,0,0,0
18900,0,0,0,0,0,0,0,0,0,0
18950,0,0,0,0,0,0,0,0,0,0
19000,0,0,0,0,0,0,0,0,0,0
19050,50,50,50,50,50,50,50,50,50,50
19100,0,0,0,0,0,0,0,0,0,0
19150,0,0,0,0,0,0,0,0,0,0
19200,0,0,0,0,0,0,0,0,0,0
19250,50,50,50,50,50,50,50,50,50,50
19300,50,50,50,50,50,50,50,50,50,50
19350,0,0,0,0,0,0,0,0,0,0
19400,0,0,0,0,0,0,0,0,0,0
19450,0,0,0,0,0,0,0,0,0,0
19500,0,0,0,0,0,0,0,0,0,0
19550,0,0,0,0,0,0,0,0,0,0
19600,0,0,0,0,0,0,0,0,0,0
19650,0,0,0,0,0,0,0,0,0,0
19700,0,0,0,0,0,0,0,0,0,0
19750,0,0,0,0,0,0,0,0,0,0
19800,0,0,0,0,0,0,0,0,0,0
19850,0,0,0,0,0,0,0,0,0,0
19900,0,0,0,0,0,0,0,0,0,0
19950,0,0,0,0,0,0,0,0,0,0
20000,0,0,0,0,0,0,0,0,0,50
20050,0,0,0,0,0,0,0,0,0,50
20100,0,0,0,0,0,0,0,0,0,0
20150,0,0,0,0,0,0,0,0,0,0
20200,0,0,0,0,0,0,0,0,0,0
20250,0,0,0,0,0,0,0,50,0,0
20300,0,0,0,0,0,0,50,50,0,0
20350,0,0,0,0,0,50,0,0,0,0
20400,0,0,0,0,0,0,0,50,0,0
20450,0,0,0,50,0,0,0,50,0,0
20500,0,0,0,0,0,0,0,0,0,0
20550,0,0,0,0,0,0,0,0,0,0
20600,50,0,0,0,0,0,0,0,0,0
20650,0,0,0,0,50,0,0,0,50,0
20700,0,0,50,0,0,0,0,0,0,0
20750,0,0,0,0,0,0,0,0,0,0
20800,0,0,0,50,0,0,0,0,0,0
20850,0,0,50,0,0,50,50,0,0,0
20900,0,0,0,0,0,0,0,0,0,0
20950,0,0,0,0,0,50,0,50,0,0
21000,0,0,0,0,0,0,0,0,0,0
21050,0,0,0,0,0,0,0,0,0,0
21100,0,0,0,50,0,0,0,50,50,0
21150,0,0,0,0,0,0,0,50,0,0
21200,0,0,0,0,0,0,0,0,0,0
21250,0,0,0,0,0,0,0,0,50,50
21300,0,0,0,0,0,0,0,0,0,0
21350,0,0,0,0,0,0,0,0,0,0
21400,0,0,0,0,0,0,0,0,0,50
21450,0,0,0,0,0,0,0,0,0,0
21500,0,0,0,0,0,0,0,0,0,0
21550,0,0,0,0,0,0,0,0,0,0
21600,0,0,0,50,0,0,0,0,0,0
21650,0,0,50,0,0,0,0,0,0,0
21700,0,50,0,0,0,0,0,0,0,0
21750,0,0,0,0,0,0,0,50,0,0
21800,50,0,0,0,50,0,50,0,0,0
21850,0,0,0,0,0,0,0,0,0,0
21900,0,0,0,0,0,0,50,0,0,0
21950,0,50,0,0,0,0,50,0,0,0
22000,0,0,0,0,0,0,0,0,50,0
22050,0,0,0,0,50,0,0,0,0,0
22100,0,0,0,0,0,0,0,50,0,0
22150,50,0,0,50,0,50,0,0,0,0
22200,0,0,0,50,0,0,0,0,0,0
22250,0,0,0,0,0,0,0,0,0,0
22300,0,0,0,0,0,0,50,0,0,0
22350,50,0,0,0,0,0,0,0,0,0
22400,0,0,0,0,0,0,0,0,0,0
22450,0,0,50,0,0,0,50,0,0,0
22500,0,0,50,0,0,0,50,0,0,0
22550,0,0,0,0,0,0,50,0,50,0
22600,0,0,0,0,0,0,0,0,0,0
22650,0,0,0,0,0,0,0,0,0,0
22700,0,0,0,0,0,50,0,0,0,0
22750,0,0,50,0,50,0,0,0,0,0
22800,0,0,50,0,0,0,0,50,0,0
22850,50,0,0,0,50,0,0,0,0,0
22900,50,0,0,0,0,0,0,50,0,0
22950,50,0,0,0,0,0,0,0,0,0
23000,0,0,0,0,50,0,0,0,0,0
23050,0,0,0,0,0,0,0,0,0,50
23100,0,0,0,50,0,0,0,0,0,0
23150,0,0,0,0,0,0,50,0,0,0
23200,0,0,0,0,0,0,0,0,0,50
23250,0,0,50,0,50,0,50,0,0,0
23300,0,0,0,0,0,0,0,0,0,0
23350,50,0,0,0,0,0,50,0,0,0
23400,0,0,0,0,0,0,0,0,0,50
23450,0,0,0,0,0,0,0,0,0,0
23500,0,0,50,0,0,0,0,0,0,0
23550,0,0,0,0,0,0,0,0,0,0
23600,0,0,0,0,0,0,0,0,0,0
23650,0,0,0,0,0,0,0,0,0,0
23700,0,0,0,0,0,0,0,0,0,0
23750,0,0,0,0,0,0,0,50,0,0
23800,50,0,0,0,50,0,0,0,0,0
23850,0,50,0,0,0,50,0,50,0,0
23900,0,0,0,0,0,0,0,0,0,0
23950,0,0,50,0,0,0,50,0,0,50
24000,0,0,0,0,0,0,0,0,0,0
24050,0,0,0,0,0,0,0,0,0,0
24100,0,0,0,0,0,0,0,0,0,0
24150,0,0,0,0,0,0,0,0,0,0
24200,0,0,0,0,0,0,0,0,0,0
24250,0,0,0,0,0,0,0,0,0,0
24300,0,0,0,0,0,0,0,0,0,0
24350,0,0,0,0,0,0,0,0,0,0
24400,0,0,0,0,0,0,0,0,0,0
24450,0,0,0,0,0,0,0,0,0,0
24500,0,0,0,0,0,0,0,0,0,0
24550,50,50,50,50,50,50,50,50,50,50
24600,0,0,0,0,0,0,0,0,0,0
24650,50,50,50,50,50,50,50,50,50,50
24700,50,50,50,50,50,50,50,50,50,50
24750,0,0,0,0,0,0,0,0,0,0
24800,0,0,0,0,0,0,0,0,0,0
24850,0,0,0,0,0,0,0,0,0,0
24900,0,0,0,0,0,0,0,0,0,0
24950,0,0,0,0,0,0,0,0,0,0
25000,0,0,0,0,0,0,0,0,0,0
25050,50,50,50,50,50,50,50,50,50,50
25100,0,0,0,0,0,0,0,0,0,0
25150,50,50,50,50,50,50,50,50,50,50
25200,0,0,0,0,0,0,0,0,0,0
25250,0,0,0,0,0,0,0,0,0,0
25300,0,0,0,0,0,0,0,0,0,0
25350,0,0,0,0,0,0,0,0,0,0
25400,0,0,0,0,0,0,0,0,0,0
25450,0,0,0,0,0,0,0,0,0,0
25500,0,0,0,0,0,0,0,0,0,0
25550,0,0,0,0,0,0,0,0,0,0
25600,0,0,0,0,0,0,0,0,0,0
25650,50,50,50,50,50,50,50,50,50,50
25700,0,0,0,0,0,0,0,0,0,0
25750,0,0,0,0,0,0,0,0,0,0
25800,50,50,50,50,50,50,50,50,50,50
25850,0,0,0,0,0,0,0,0,0,0
25900,0,0,0,0,0,0,0,0,0,0
25950,50,50,50,50,50,50,50,50,50,50
26000,0,0,0,0,0,0,0,0,0,0
26050,0,0,0,0,0,0,0,0,0,0
26100,0,0,0,0,0,0,0,0,0,0
26150,0,0,0,0,0,0,0,0,0,0
26200,0,0,0,0,0,0,0,0,0,0
26250,0,0,0,0,0,0,0,0,0,0
26300,0,0,0,0,0,0,0,0,0,0
26350,0,0,0,0,0,0,0,0,0,0
26400,0,0,0,0,0,0,0,0,0,0
26450,0,0,0,0,0,0,0,0,0,0
26500,0,0,0,0,0,0,0,0,0,0
26550,50,50,50,50,50,50,50,50,50,50
26600,0,0,0,0,0,0,0,0,0,0
26650,0,0,0,0,0,0,0,0,0,0
26700,0,0,0,0,0,0,0,0,0,0
26750,0,0,0,0,0,0,0,0,0,0
26800,0,0,0,0,0,0,0,0,0,0
26850,0,0,0,0,0,0,0,0,0,0
26900,0,0,0,0,0,0,0,0,0,0
26950,0,0,0,0,0,0,0,0,0,0
27000,0,0,0,0,0,0,0,0,0,0
27050,0,0,0,0,0,0,0,0,0,0
27100,0,0,0,0,0,0,0,0,0,0
27150,0,0,0,0,0,0,0,0,0,0
27200,0,0,0,0,0,0,0,0,0,0
27250,0,0,0,0,0,0,0,0,0,0
27300,0,0,0,0,0,0,0,0,0,0
27350,0,0,0,0,0,0,0,0,0,0
27400,0,0,0,0,0,0,0,0,0,0
27450,0,0,0,0,0,0,0,0,0,0
27500,0,0,0,0,0,0,0,0,0,0
27550,0,0,0,0,0,0,0,0,0,0
27600,0,0,0,0,0,0,0,0,0,0
27650,0,0,0,0,0,0,0,0,0,0
27700,0,0,0,0,0,0,0,0,0,0
27750,0,0,0,0,0,0,0,0,0,0
27800,0,0,0,0,0,0,0,0,0,0
27850,0,0,0,0,0,0,0,0,0,0
27900,0,0,0,0,0,0,0,0,0,0
27950,0,0,0,0,0,0,0,0,0,0
28000,0,0,0,0,0,50,0,0,0,0
28050,0,0,50,50,0,0,0,0,0,0
28100,0,0,0,0,0,0,0,0,0,0
28150,50,0,0,0,0,0,0,0,0,50
28200,0,0,50,0,50,0,0,0,0,0
28250,0,0,0,0,0,0,0,0,50,0
28300,0,50,0,0,0,0,0,50,0,0
28350,0,0,0,0,0,0,0,0,0,0
28400,0,0,0,0,0,0,0,0,0,0
28450,0,50,0,50,0,0,0,0,0,0
28500,0,0,0,0,0,50,50,50,0,0
28550,0,0,50,0,0,0,0,0,0,0
28600,0,0,0,50,0,0,0,0,0,0
28650,0,0,0,50,0,0,0,0,0,0
28700,0,0,0,50,0,0,50,0,0,0
28750,0,0,0,0,0,0,0,0,0,0
28800,0,0,0,0,50,0,0,0,0,0
28850,0,0,0,0,0,0,0,0,0,0
28900,0,0,0,0,0,0,50,0,0,50
28950,0,0,0,0,0,0,0,0,50,0
29000,0,0,0,0,0,0,0,0,0,0
29050,0,0,0,0,0,0,0,0,0,0
29100,0,0,0,50,0,0,0,0,0,0
29150,0,0,0,0,0,0,0,0,0,0
29200,0,0,50,0,0,0,0,0,0,0
29250,0,0,0,50,0,0,0,0,0,0
29300,0,0,0,0,0,0,0,0,0,0
29350,0,0,50,0,0,0,0,0,0,0
29400,0,0,0,0,0,0,0,0,50,0
29450,0,0,0,0,0,0,0,0,0,0
29500,0,0,0,0,0,0,0,0,0,0
29550,0,0,0,0,0,0,0,0,0,0
29600,0,0,0,0,0,0,50,0,0,0
29650,0,50,0,0,0,0,0,0,0,0
29700,0,0,0,0,0,0,0,0,0,0
29750,0,0,0,0,50,0,0,0,0,0
29800,0,0,0,0,0,0,0,0,0,0
29850,0,0,0,0,0,0,0,0,0,0
29900,0,0,0,0,0,0,0,50,50,0
29950,50,0,0,0,0,0,0,0,0,0
30000,0,0,0,0,0,0,0,50,0,0
30050,0,0,0,0,0,0,0,0,0,0
30100,50,0,0,50,0,0,0,50,0,0
30150,0,0,0,0,0,0,0,0,0,0
30200,0,0,0,0,0,50,0,0,0,0
30250,0,0,50,0,0,0,0,0,0,0
30300,0,0,0,0,0,0,0,0,0,0
